No of Bedrooms ,total_sqft,bath,No of balcony,site_location,price
3,1850,3,3,59,100
4,1200,4,2,59,105
4,1200,5,2,59,110
3,1645,3,2,59,100
3,1220,3,1,59,35.23
3,1450,2,2,59,135
8,990,12,0,59,120
2,1150,2,2,59,80
2,1195,2,1,59,84
4,1200,4,3,59,169
3,1345,2,1,59,57
7,700,6,0,59,85
2,1418,2,2,59,103
2,1246,2,1,59,82
2,1098,2,1,59,68
3,680,4,1,59,68
2,1225,2,1,59,67.38
3,1798,3,1,59,120
3,1563,3,2,59,91.84
2,1900,2,1,59,200
2,1392,2,1,59,98
2,1380,2,0,59,225
2,1185,2,2,59,60
3,1910,3,1,59,190
3,2170,3,2,59,151
3,2106,3,2,59,126
2,1200,2,2,59,60
4,3884,4,3,59,240
2,975,2,2,59,50
4,2400,4,0,59,550
3,3300,4,3,59,160
8,1200,7,3,59,130
2,1000,2,1,59,78
3,1800,2,0,59,72
2,1215,2,1,59,62
3,1100,3,1,59,52.97
2,1480,2,2,59,65
2,935,2,1,59,45
2,1437,2,1,59,71.13
4,1200,2,1,59,130
2,946,2,2,59,58
3,1930,2,2,59,57.9
2,1030,1,2,59,25.75
2,1150,2,2,59,69
2,1138,2,1,59,110
2,1025,2,1,59,49
3,1665,3,2,59,86.91
3,1130,2,2,59,58
1,693,1,1,59,34.3
3,1520,2,2,59,90
3,1675,2,2,59,135
2,1035,2,1,59,39.33
2,1220,2,3,59,88
3,1600,2,2,59,75
1,840,1,0,59,40.7
2,1250,2,2,59,90
2,1175,2,2,59,79
2,1140,2,1,59,43.32
3,1390,1,0,59,61.28
3,1700,3,2,59,111
1,650,1,0,59,16
3,1380,2,2,59,55
3,2750,3,0,59,260
3,1430,2,1,59,61
1,780,1,1,59,70
8,1500,7,2,59,382
2,1150,2,2,59,55
2,1320,2,1,59,100
2,1257,2,1,59,68.5
1,800,1,2,59,32
3,1435,2,2,59,80
3,1800,3,2,59,240
6,1850,3,0,59,175
4,1200,4,3,59,140
3,1760,3,0,59,115
2,1025,2,1,59,26.65
2,1394,2,3,59,52
2,1310,2,2,59,80.43
9,4600,9,2,59,200
4,750,4,2,59,120
3,1800,3,2,59,110
3,1445,2,2,59,86.69
6,1000,6,3,59,150
1,645,1,1,59,39
2,1328,2,2,59,107
3,1823,3,2,59,103
4,2439,5,2,59,170
2,1360,2,1,59,77.61
4,4000,5,1,59,578
1,770,1,2,59,43.82
1,400,2,1,59,50
2,1160,2,1,59,33.51
2,1000,2,0,59,50
2,1170,2,1,59,45.51
2,1106,2,3,59,40
3,1300,3,2,59,69
2,1020,2,1,59,80
3,2100,3,3,59,125
2,1285,2,1,59,60
2,866.28,2,0,59,36.38
3,1485,2,2,59,70
2,1100,2,2,59,38.5
2,1125,2,1,59,46
2,1027,2,1,59,67
2,883,2,1,59,45
5,3520,6,1,59,460
3,1525,3,3,59,65
4,1200,4,2,59,125
2,973,2,1,59,50.74
3,1200,2,0,59,66
2,1158,2,1,59,55
4,3500,4,2,59,550
3,1270,2,2,59,95.25
3,1075,2,1,59,33
4,3750,4,0,59,190
4,4350,8,0,59,2600
4,4100,4,3,59,660
2,1140,2,1,59,40
3,1290,2,3,59,56.12
2,1115,2,2,59,44.6
2,1120,2,2,59,53
5,2040,4,1,59,500
1,610,1,1,59,18.5
2,745,2,1,59,36
3,1805,3,3,59,134
2,840,2,2,60,45
2,1020,2,1,60,30.6
2,1060,2,2,60,55
3,1260,3,1,60,49.36
3,1670,2,3,60,57
5,3000,3,1,60,528
2,883,2,1,60,29
2,1200,2,3,60,62.5
3,1705,3,2,60,95
4,1500,4,0,60,180
2,1027,2,2,60,44
5,1560,5,1,60,145
3,1082,2,1,60,45
3,1300,3,1,60,64
2,804.1,2,1,60,69.09
4,3198,4,3,60,200
3,1760,3,3,60,176
3,1360,2,1,60,75
2,1200,2,2,60,75
3,800,2,1,60,80
3,1430,2,2,60,56
2,1200,2,1,60,49.5
2,1256,2,1,60,60
2,1100,2,1,60,60
2,1220,2,2,60,59.5
3,1650,3,1,60,165
2,1215,2,0,60,40
2,1130,2,1,60,45.2
1,1260,1,0,60,41
1,890,1,1,60,75
3,1675,3,3,60,75
2,1326,2,1,60,62.17
5,3040,5,1,60,140
2,1086,2,1,60,33.66
2,1339,2,2,60,62
2,1200,2,1,60,216
2,1139,2,2,60,80
2,1080,2,1,60,55
3,1801,3,2,60,139
2,1111,2,2,60,41.88
3,3876,3,1,60,300
2,1150,2,2,60,51
3,1400,2,1,60,78
2,1076,2,2,60,52
4,4827,4,3,60,400
2,1215,2,2,60,90
2,1015,2,1,60,40
2,845,2,1,60,37
2,1216,2,1,60,84
2,1358,2,1,60,81
3,1350,3,1,60,85
3,1856,3,1,60,120
2,787,2,1,60,31
2,1110,2,2,60,58
2,1216,2,1,60,75
2,1100,2,2,60,43.5
2,1227,2,2,60,53.49
3,2556,3,2,60,169
3,1430,2,3,60,54.5
2,800,2,1,60,40
3,1850,2,0,60,110
3,600,3,1,60,90
2,1060,2,1,60,55
4,3400,4,2,60,190
4,2600,4,0,60,98
2,1065,2,1,60,30.88
3,1330,2,1,60,57
2,1140,2,1,60,70.93
2,1025,2,2,60,27.68
2,921,2,1,60,29.47
3,1900,3,3,60,125
3,3000,4,2,60,235
2,1355,2,1,60,67
2,1067,2,2,60,52
2,855,2,1,60,32
4,2400,4,2,60,480
4,3589,5,0,60,400
2,1140,2,1,60,51.2
2,770,1,1,60,39.9
3,2990,5,1,60,173
4,950,3,3,60,179
1,650,1,2,60,19.87
1,530,1,1,60,13.5
2,725,2,2,60,36
3,1835,3,3,60,175
1,510,1,0,60,34
2,965,2,2,60,56
3,1138,3,2,60,128
2,980,2,1,60,45
2,1243,2,2,60,46
3,1577,3,2,60,65
2,1040,2,1,60,55
2,1190,2,3,60,42.25
2,1223,2,1,60,42.81
6,1314,5,1,60,120
3,1450,2,2,60,55
2,1230,2,0,60,68
3,1485,2,3,60,110
3,1310,3,3,60,90
2,1088,2,2,60,43.5
3,1710,3,2,60,85
3,2430,5,2,60,180
2,1066,2,3,60,55
2,1175,2,1,60,41.68
4,4382,4,3,60,400
2,1260,2,0,60,58
3,1580,3,2,60,75
2,1105,2,2,60,27.6
3,600,3,2,60,125
4,3630,6,0,60,212.5
2,1000,2,3,60,42
3,1644,3,2,60,92.59
4,3410,5,3,60,253
3,1100,2,1,60,78
4,6000,6,0,60,700
6,2400,7,2,60,107
4,3730,6,2,60,430
3,1698,3,2,60,125
3,1185,2,2,60,30.22
2,1080,2,1,60,67
2,1041,2,1,60,36.44
3,1724,3,1,60,146
2,1185,2,2,60,59
5,1200,4,1,60,99
5,1200,6,2,60,110
3,1353,2,2,60,110
5,24,5,0,60,75
3,1830,3,3,60,91.86
2,1100,2,1,60,36
3,1660,3,2,60,125
2,1206,2,1,60,40.7
2,1065,2,1,60,30.76
2,1300,2,2,60,55.86
2,1047,2,1,60,75
4,2400,4,1,60,228
2,1198,2,2,60,80
1,613,1,1,60,48
3,1527,3,1,60,142
3,4395,3,2,61,240
2,1200,2,2,61,50
2,1270,2,2,61,93
3,1800,3,0,61,150
3,1750,3,2,61,100
2,1135,2,1,61,39.73
3,1820,2,3,61,86
3,1688,3,1,61,118
3,1375,3,2,61,75
3,1590,2,1,61,54
1,15,1,0,61,30
3,1082,2,1,61,56
5,2900,5,2,61,90
2,1100,2,1,61,47
3,1595,3,2,61,76
2,1200,2,2,61,75
3,1464,3,2,61,56
1,595,1,1,61,42
4,2800,4,2,61,240
4,1200,4,0,61,130
2,1117,2,3,61,29.99
3,1350,2,2,61,62
3,1530,3,3,61,61.2
2,1100,2,2,61,44
3,1408,3,3,61,62
2,1200,2,0,61,67
1,351,1,1,61,16
2,1200,2,2,61,49.5
2,1145,2,2,61,75
2,1140,2,1,61,75.2
2,1005,2,1,61,39.59
2,792,2,1,61,70
3,1350,2,2,61,140
3,1300,3,2,61,60
3,1586,3,3,61,93.94
2,1130,2,1,61,36
2,1255,2,1,61,58
4,3122,5,2,61,225
3,1790,3,3,61,100
5,1200,5,3,61,120
2,1022,2,1,61,45.9
2,800,2,2,61,30
3,1738,2,3,61,79
4,1500,4,3,61,200
2,1300,2,1,61,109
3,1482,3,3,61,60.98
3,1734,3,3,61,125
2,1120,2,2,61,37.95
3,1525,2,2,61,87
2,1450,2,3,61,62.63
1,580,1,1,61,27
3,540,3,1,61,60
3,1500,2,0,61,65
3,1082,2,1,61,45
3,1832,3,1,61,125
3,1452,3,3,61,60
3,1255,3,2,61,77.68
3,1255,3,2,61,77.68
3,1200,2,0,61,66.5
2,1235,2,3,61,65
2,1050,2,1,61,162
3,1340,3,2,61,54.24
4,2435,4,3,61,119
2,1267,2,1,61,54.35
4,3260,5,3,61,388
3,1667,3,2,61,92
3,1765,3,3,61,80
3,1355,2,2,61,65
2,1145,2,2,61,58.4
3,1075,2,2,61,36
4,4000,4,2,61,1100
2,1090,2,1,61,31.48
3,1459,2,1,61,95
2,1200,2,1,61,46
3,1364,2,2,61,56
1,645,1,1,61,16.45
3,1650,3,3,61,105
3,1310,2,2,61,37.83
3,1225,3,1,61,33.08
2,1085,2,1,61,45
2,1310,2,2,61,85
4,1200,4,2,61,225
3,1850,3,2,61,150
3,873,2,1,61,40
3,1600,2,2,61,88
3,1435,3,2,61,90
3,1601,3,2,61,95
4,2000,4,2,61,95
2,984,2,1,61,45.91
3,1428,2,1,61,70
2,1216,2,1,61,75
3,1324,3,2,61,65
4,2429,3,1,61,210
2,1243,2,2,61,46
3,1664,3,2,61,69.89
4,6500,4,3,61,1400
3,1836,3,2,61,148
2,1100,2,2,61,42
3,1475,2,3,61,59
3,1520,2,2,61,60
2,1174,2,1,61,78
2,1200,2,1,61,34.65
1,783,1,0,61,40.55
1,635,1,0,61,28
2,1100,2,2,61,57.6
3,2140,3,2,61,139
3,3000,3,2,61,450
3,1777.26,3,2,61,89
4,7500,6,2,61,1800
3,2095,3,2,61,150
2,1160,2,1,61,95
4,600,5,1,61,105
3,1819,3,1,61,150
2,1179,2,2,61,56
2,1245,2,1,61,59
3,1700,3,1,61,71
2,777.4,2,0,61,25
2,1145,2,2,61,46
4,2150,4,0,61,105
2,918,2,2,61,56
2,1220,2,2,61,72
2,1128,2,2,61,48.4
2,1020,2,2,61,40.79
2,1140,2,1,61,78
3,1400,2,2,61,135
3,1100,2,1,61,53
2,1200,2,1,61,68
7,2040,4,3,61,123
3,1715,3,3,61,115
3,1965,4,2,61,125
3,1430,2,3,61,56
1,575,1,1,61,16.75
3,1850,4,2,61,121
4,2400,4,1,61,150
3,1466,3,3,61,59.96
2,1195,2,2,61,59
3,1200,3,2,61,65
4,1200,5,0,61,325
3,1675,3,0,61,92.13
2,845,2,1,62,55
3,1735,3,3,62,135
2,900,2,2,62,22.5
3,11,3,2,62,74
2,1404,2,1,62,71
3,1768,3,2,62,101
3,1440,2,3,62,65
2,1020,2,1,62,52
1,525,1,1,62,30
3,2400,2,0,62,80
2,1175,2,2,62,48.27
3,1637,3,3,62,73
2,1170,2,1,62,51.99
3,1606,3,3,62,89.55
4,3073,5,2,62,696
2,1197,2,2,62,50
4,2483,5,2,62,215
3,1200,3,1,62,125
2,1180,2,2,62,72
3,1508,2,1,62,110
3,1685,2,1,62,110
3,1350,3,3,62,195
3,1708,2,1,62,90.5
4,4800,3,3,62,302
4,2400,4,1,62,240
2,1300,2,3,62,65
2,1279,2,2,62,48
4,450,3,1,62,53
3,950,3,1,62,80
1,1500,1,0,62,37.5
2,1320,2,1,62,95
5,2000,4,1,62,103
4,3960,5,3,62,386
2,1115,2,1,62,33.45
2,1100,2,1,62,60
2,1085,2,2,62,43
4,3436,6,3,62,475
2,1033,2,2,62,28.41
1,550,1,1,62,17
2,1718,3,2,62,288
2,1275,2,2,62,65
4,4750,2,1,62,120
3,1250,3,2,62,55
1,381,1,0,62,19.695
2,1300,2,2,62,102
2,1405,2,2,62,84.5
2,1280,2,1,62,60
1,706,1,1,62,48.24
2,1000,2,2,62,48
1,705,1,1,62,57
2,1197,2,1,62,63
3,1590,3,2,62,96.5
2,1036,2,1,62,59.45
2,1096,2,1,62,41
2,1088,2,2,62,61.45
2,1355,2,3,62,78
3,1482,3,2,62,86
6,840,8,0,62,120
2,1200,2,2,62,37
3,1291,2,3,62,32
2,1030,2,2,62,46.5
4,4260,1,0,62,338
3,1920,3,2,62,150
2,1155,2,2,62,55
2,1180,2,2,62,56
2,934,2,2,62,55
2,1281,2,2,62,87
2,1272,2,2,62,51.5
3,1862,3,3,62,120
3,1900,2,2,62,190
3,1713,3,3,62,125
2,1110,2,1,62,39.95
3,1711,3,3,62,85.61
1,400,2,1,62,25
3,1750,3,3,62,75
2,922,2,1,62,36
2,1235,2,2,62,148
4,1800,4,1,62,300
1,646,1,0,62,25.84
4,3754,6,2,62,480
3,1590,2,2,62,126
4,3000,3,3,62,170
4,2800,4,1,62,200
7,3000,6,3,62,145
5,1200,5,0,62,160
3,4097,3,0,62,400
2,952,2,1,62,42
3,1395,2,2,62,70
2,1140,2,2,62,38.65
2,1130,2,0,62,74
2,1075,2,1,62,57
3,1786,2,2,62,106
3,1260,2,1,62,49
2,765,2,1,62,37.49
3,1360,2,2,62,47.59
2,1165,2,2,62,64.08
2,1160,2,2,62,75
1,1000,1,0,62,14
2,1175,2,2,62,35
3,1610,3,1,62,74.03
3,1587,3,1,62,73.8
4,2185,3,3,62,120
2,1170,2,3,62,50
2,1015,2,1,62,45
3,2159,3,2,62,120
3,1500,3,1,62,100
2,939,2,2,62,39
2,1303,2,2,62,55.78
2,1255,2,1,62,56.7
1,284,1,1,62,8
3,1075,2,1,62,31
4,2916,5,1,62,230
2,1205,2,1,62,85
5,3600,5,0,62,510
4,1880,4,0,62,154
6,1200,5,0,62,150
4,2500,3,1,62,65
2,1260,2,2,62,113
2,1060,2,1,62,58.5
3,1330,2,2,62,68
2,1200,2,2,62,44.4
3,1685,3,1,62,90
4,1200,4,3,62,375
3,1950,4,2,62,120
4,2400,3,0,62,200
3,1305,3,1,62,65
3,1250,2,1,62,70
3,1590,3,2,62,57
2,970,2,1,62,35
2,1021,2,2,62,45.9
3,1470,2,1,62,75
3,1600,3,1,62,170
2,1097,2,1,62,49
2,1332,2,1,62,108
3,1691,3,2,62,100
2,1022,2,1,62,35
2,1200,2,2,62,45
3,1470,2,1,62,85
2,1050,2,2,62,52.71
4,5700,5,3,63,650
3,2050,3,1,63,145
2,1280,2,1,63,69
2,1100,2,1,63,43.25
3,1715,2,2,63,95
3,1325,2,1,63,90
6,3600,4,1,63,160
2,1185,2,2,63,47
2,1447,2,1,63,83
3,1554,3,2,63,55
2,1100,2,1,63,56
3,1665,3,2,63,86.58
3,1200,3,3,63,200
3,1650,3,2,63,88
2,755,2,1,63,37.49
2,1200,2,2,63,66
4,1550,4,2,63,130
4,4000,4,0,63,314.5
3,1697,3,2,63,108
7,600,7,3,63,106
2,740,2,1,63,37
2,1185,2,2,63,65
2,975,2,1,63,43
3,1435,3,3,63,70
4,1920,4,2,63,200
1,605,1,1,63,29
3,1870,3,1,63,200
2,1200,2,2,63,60
2,1051,2,1,63,33
3,2321,4,1,63,128
4,1475,2,1,63,50
7,600,7,3,63,89
2,1240,2,2,63,39.06
3,2409,3,2,63,360
2,1065,2,1,63,30.75
3,1430,3,2,63,72
3,1335,3,2,63,89
2,1168,2,2,63,64.08
3,1270,2,2,63,50.79
3,1306,3,2,63,54.65
2,900,2,1,63,70
3,1500,3,3,63,70
3,1788,3,2,63,90
2,1230,2,1,63,57
3,1512,3,1,63,123
2,1190,2,2,63,40
2,1113,2,1,63,55
4,1350,4,2,63,85
3,1255,2,1,63,90
3,1385,3,2,63,64
4,1200,2,1,63,170
3,1286,3,1,63,67
6,3000,8,0,63,90
7,1200,7,2,63,140
3,1564,3,1,63,104
4,7500,4,0,63,425
2,1344,2,1,63,108
2,1198,2,1,63,82
3,2040,4,2,63,185
3,1498,3,2,63,95
2,1257,2,1,63,71.03
2,600,2,0,63,30
1,630,1,1,63,47
3,2500,3,2,63,180
2,1160,2,2,63,45
2,1210,2,2,63,25
2,1100,2,1,63,38.49
2,947,2,2,63,43
3,1435,3,2,63,45
2,1200,2,0,63,43
1,705,1,1,63,57
2,1250,2,2,63,98
2,1342,2,0,63,70
2,1240,2,1,63,71
2,1200,2,2,63,43.2
2,1200,2,2,63,55
4,1120,4,2,63,175
3,1600,3,1,63,150
3,1893,3,2,63,115
3,1645,3,2,63,110
2,1197,2,1,63,82
2,945,2,0,63,40
4,1200,4,1,63,235
4,3205,4,2,63,300
3,1601,3,3,63,70
2,1166,2,3,63,65
3,1660,3,2,63,116
3,3596,3,1,63,200
3,1592,3,0,63,125
0,1200,1,0,63,42.3
2,1174,2,1,63,75
3,1498,3,2,63,74.9
2,730,1,2,63,52
2,1158,2,2,63,67
2,943,2,0,63,38.665
2,1153,2,1,63,43
2,1260,2,1,63,62
2,1245,2,2,63,100
3,1500,3,1,63,78.57
2,1045,2,2,63,55
4,2400,4,3,63,135
2,1075,2,2,63,50
2,1175,2,0,63,54.05
2,1230,2,1,63,56.45
2,1008,2,2,63,52
9,1590,6,1,63,150
2,1680,2,3,63,59
3,1525,2,2,63,65
1,500,1,1,63,14
2,1225,2,2,63,72
3,1419.59,2,1,63,65
3,2350,3,3,63,300
2,1125,2,1,63,48
3,2214,3,3,63,350
2,1096,2,1,63,43
3,1798,3,0,63,150
3,1500,2,3,63,47.25
2,1185,2,2,63,75
3,1540,2,3,63,70
2,1215,2,0,63,73.17
2,1180,2,2,63,65
1,750,1,1,63,35
3,1756,3,2,63,125
3,1200,2,1,63,57.9
2,1236,2,1,63,50
3,1950.2,3,2,63,261
5,1600,5,2,63,140
4,1200,3,2,63,148
2,1230,2,1,63,67.65
2,1045,2,1,63,76.77
4,2400,4,1,63,500
2,1200,3,2,63,70
2,1000,2,1,63,41
2,876,2,2,63,28.47
6,760,6,0,63,98
4,6688,6,1,63,700
1,896,1,0,63,100
7,1500,9,2,63,250
2,1160,2,2,64,44
4,3750,4,0,64,760
4,1200,2,0,64,95
2,1508,2,1,64,77
1,630,1,1,64,34.65
3,1599,3,2,64,99
4,2500,5,2,64,325
2,1235,2,1,64,52.04
2,1114,2,1,64,39
2,1000,2,0,64,43.415
3,1843,3,2,64,95.84
2,1265,2,0,64,56.93
3,1697,3,2,64,94.79
3,4634,4,3,64,1015
5,4050,5,2,64,140
3,1385,2,2,64,48.48
4,4111,4,1,64,310
2,1410,2,3,64,67
2,550,2,1,64,26
2,1188,2,3,64,73
4,1080,4,2,64,250
3,1760,3,2,64,67
2,750,2,1,64,25
4,3245,4,0,64,250
5,6040,4,0,64,170
6,1230,4,1,64,210
4,1500,5,1,64,230
2,945,2,2,64,50
7,600,7,0,64,108
2,1390,2,2,64,62
3,1564,1,0,64,99.745
3,1700,3,2,64,124
2,1325,2,2,64,50
3,2150,4,2,64,125
3,1500,2,1,64,120
4,1451.5,4,1,64,121
3,1999,3,2,64,132
2,877,2,3,64,42
2,1033,2,2,64,48
2,1320,2,1,64,92
2,1224,2,3,64,39.2
3,1880,3,2,64,95
2,1151,2,1,64,59
3,1640,3,3,64,88
3,1053.4,3,1,64,88.91
2,1174,2,1,64,78
2,1272,2,2,64,48
6,610,4,0,64,95
3,1560,3,2,64,120
2,1200,2,1,64,36.1
3,1705,3,1,64,110
2,1141,2,2,64,40
2,1125,2,2,64,40
3,1140,3,1,64,130
2,1030,2,1,64,35.02
3,2145,3,3,64,190
3,1275,2,2,64,39.8
3,1200,3,1,64,160
2,1200,1,1,64,36
3,2180,3,2,64,240
3,1600,3,2,64,82
3,2582,5,2,64,250
3,1075,2,1,64,50
2,1240,2,1,64,65
4,1863,3,2,64,105
3,1620,2,1,64,76
2,1215,2,3,64,43
3,1220,3,2,64,58
2,1175,2,2,64,64.98
3,1900,4,1,64,90
2,1089,2,1,64,60
1,645,1,1,64,16.45
3,1615,3,2,64,50.87
2,1200,2,0,64,75
3,1240,2,2,64,65
6,900,5,0,64,100
2,984,2,1,64,55
3,1890,4,3,64,125
4,600,3,2,64,65
3,1800,2,2,64,100
3,1320,2,3,64,60
2,1161,2,1,64,63.85
2,958,2,1,64,33.53
4,720,3,1,64,95
2,1257,2,2,64,93
3,2700,2,1,64,260
2,935,2,2,64,35
3,1365,3,2,64,54
3,2050,3,3,64,82
3,1500,3,3,64,120
1,565,1,1,64,33
3,1200,2,2,64,65
3,1405,3,0,64,169
3,1420,3,2,64,58
3,1787,3,2,64,107
2,1285,2,2,64,55
3,1817,3,3,64,102
4,720,4,1,64,95
3,1400,2,2,64,80
2,1304,2,1,64,69.97
2,1195,2,1,64,35.84
2,1060,2,1,64,34
4,1200,4,2,64,130
3,1200,4,2,64,180
3,1921,4,3,64,129
1,600,1,0,64,37
3,1495,2,0,64,70
2,1061,2,1,64,38.95
2,1265,2,2,64,68
4,5000,5,3,64,950
3,1400,3,0,64,81
2,1050,2,1,64,42
3,2098,3,1,64,210
2,1050,2,2,64,45
2,1160,2,1,64,33.5
3,1864,3,2,64,120
3,1737,2,1,64,57.32
3,2051,3,1,64,180
2,1200,2,2,64,80
3,2400,3,0,64,348
2,1200,2,1,64,60
2,883,2,1,64,49
4,2600,4,2,64,300
3,1520,3,2,64,125
2,1125,1,2,64,45
3,1157,2,1,64,69
2,1160,2,3,64,55
4,2700,5,1,64,95.75
2,1260,2,2,64,55
4,4000,6,0,64,359
3,1300,2,2,64,52
3,2160,3,2,64,170
3,1200,3,2,64,67.75
3,1659,3,1,64,135
2,1264,2,0,64,52
3,1830,3,2,64,95
1,250,2,2,64,40
2,1262,2,2,64,47
2,1151,2,2,65,48.77
8,3000,8,0,65,140
3,1350,2,3,65,48
2,1025,2,2,65,36
3,1592,3,2,65,75
3,1752.12,3,2,65,135
3,1500,3,1,65,61.95
2,1225,2,2,65,48
4,3205,5,1,65,500
3,1450,2,1,65,100
5,4239,5,2,65,423
8,1200,7,2,65,240
3,1691,2,2,65,102
3,1651,3,3,65,97.38
2,1206,2,3,65,75
3,1300,2,3,65,69
2,1010,2,3,65,148
2,975,2,2,65,37.5
2,1090,2,1,65,31.48
2,1225,2,1,65,57
4,2690,4,3,65,199
4,1500,2,2,65,93
4,2400,5,2,65,350
8,1200,8,2,65,190
3,1845,4,1,65,110
3,2072,4,2,65,150
2,1444,2,1,65,75.97
3,2526,2,2,65,250
4,4460,5,0,65,650
2,1102,2,2,65,53.67
3,1725,3,3,65,90
2,1110,2,2,65,51
2,1248,2,1,65,69
2,1100,2,1,65,44
3,1305,2,1,65,69
3,1575,2,2,65,120
5,6200,5,0,65,720
2,1200,2,1,65,125
2,1340,2,2,65,75
2,1000,2,1,65,80
3,1350,2,2,65,65
2,1135,2,3,65,43
3,1440,2,2,65,55
3,1300,2,2,65,60
3,1700,3,2,65,125
1,540,1,0,65,41.745
2,1155,2,0,65,72
3,1240,3,2,65,41
3,1900,3,1,65,99
3,2100,3,3,65,110
3,1310,2,1,65,32.75
3,1310,2,1,65,37.83
2,1554,3,3,65,130
3,1320,2,3,65,55.44
2,1130,2,1,65,52
2,660,2,0,65,27
2,957,2,1,65,53
3,462,3,0,65,38
3,1870,3,2,65,138
2,1000,2,1,65,29.7
3,1465,3,3,65,75
2,1160,2,1,65,55
5,1200,5,0,65,101
3,1570,3,2,65,78
3,1914,3,2,65,149
2,1070,2,1,65,47
4,1200,3,1,65,87
2,1075,2,1,65,46.76
3,700,3,2,65,195
3,1464,3,2,65,56
3,1664,3,2,65,68
2,880,2,1,65,48
2,875,2,1,65,57
2,1340,2,1,65,65
3,1540,3,0,65,75
2,1070,2,2,65,42
2,985,2,2,65,42
3,1770,3,3,65,100
2,1050,2,1,65,34
3,1496,2,3,65,78
3,1795,3,2,65,150
5,1180,5,2,65,98.5
3,1630,3,2,65,51.35
3,2072,4,2,65,160
3,1674,3,0,65,90
4,3596,5,1,65,260
4,1900,3,1,65,97
2,1180,2,1,65,39
1,560,1,0,65,19
2,1407,2,1,65,83.87
4,1708,3,1,65,76
3,1400,2,1,65,95
2,1355,2,1,65,72.9
3,1350,3,1,65,45.9
2,1268,2,1,65,127
4,3600,4,0,65,330
3,2500,3,2,65,400
4,3626,5,3,65,785
2,985,2,1,65,49.97
3,1625,3,2,65,120
2,1100,2,2,65,65
2,1246,2,1,65,67
2,850,2,2,65,32
2,1188,2,1,65,50
5,3100,6,1,65,165
2,1127,2,2,65,32
2,1298,2,1,65,59
3,1835,3,1,65,108
2,600,2,2,65,29.5
2,1215,2,1,65,44.96
2,1600,2,1,65,160
2,750,2,1,65,37.49
2,1270,2,2,65,62
3,2400,3,1,65,270
4,600,4,2,65,95
3,1936,3,2,65,139
2,1115,2,1,65,51.91
4,3484,1,0,65,161.5
2,1404,2,1,65,72
2,927,2,2,65,37
2,1500,2,2,65,60
3,1250,3,2,65,39.5
2,660,2,0,65,76
1,520,1,1,65,14.04
1,620,1,0,65,38.46
2,1075,2,2,65,32.25
1,712,1,0,65,35.475
2,930,1,1,65,55
3,5480,4,2,65,400
4,2400,4,1,65,700
2,950,2,0,65,30
3,1270,2,1,65,35.56
2,1140,2,2,65,52
4,2444,4,0,65,145
2,1270,2,1,65,105
3,1650,3,2,65,115
3,1432,2,2,65,61.11
6,1200,3,0,65,125
3,1345,2,1,65,57
2,1100,2,1,66,62
2,1063,2,1,66,32
2,1108,2,1,66,63
2,1388,2,3,66,57
3,1650,3,2,66,78
3,2610,3,0,66,499
3,4000,3,1,66,660
2,1077,2,2,66,37.64
2,460,1,0,66,15
2,884,1,0,66,58
2,1460,2,1,66,80.5
2,1100,2,1,66,38
3,1560,3,1,66,188
3,1495,2,0,66,64
2,1215,2,0,66,50
3,2225,3,3,66,115
3,2500,3,1,66,250
1,540,1,0,66,30
3,1690,2,2,66,55
2,1174,2,1,66,76
3,1800,3,2,66,115
2,900,2,1,66,41
3,1920,3,2,66,130
3,2400,4,1,66,130
2,1420,2,1,66,158
2,924,2,1,66,45
3,1550,2,1,66,150
2,1175,2,1,66,52
2,1478,2,2,66,125
4,3067,4,1,66,310
2,1300,2,0,66,54
2,1147,2,1,66,54
3,3875,3,2,66,800
2,1252,2,1,66,56.32
3,1975,3,3,66,123
3,1490,2,1,66,59.6
3,1397,3,2,66,110
3,1405,2,2,66,70
4,2940,6,2,66,280
4,2990,4,0,66,324
2,1050,2,2,66,52.1
3,1575,3,0,66,90
2,1150,2,1,66,52.8
3,1478,2,0,66,44
2,1153,2,1,66,65
3,1411,3,1,66,93.04
8,704,8,3,66,92
4,1200,4,0,66,243
3,1620,2,2,66,85
2,1043,2,1,66,39.5
2,1132,2,0,66,67.9
3,3520,3,3,66,430
3,2215,4,1,66,310
1,550,1,1,66,12
3,1700,3,1,66,95
2,925,2,2,66,48
4,3300,5,3,66,318
4,2600,3,1,66,95
2,1199,2,1,66,86
2,922,2,1,66,70
3,1650,3,2,66,111
1,1200,2,1,66,45
1,705,1,1,66,55
2,1019,2,1,66,45.9
3,1458,3,2,66,79
5,3600,5,3,66,180
2,1237,2,2,66,73
2,800,2,1,66,55
2,1120,2,2,66,40
2,900,2,1,66,33
3,1795,3,2,66,139
2,1080,2,2,66,32
2,1334,2,1,66,67
2,1200,2,1,66,54
3,1504,2,2,66,102
2,1293,2,2,66,75
3,1475,2,2,66,63
2,900,3,1,66,105
6,1200,4,2,66,100
3,1305,3,1,66,33.28
2,1100,2,3,66,35
1,840,1,1,66,57.6
3,1310,2,2,66,60
3,2273,3,3,66,159
4,860,4,2,66,125
2,1309,2,2,66,95
3,1350,2,0,66,175
2,1090,2,1,66,31.48
2,1404,2,1,66,75
3,4170,3,2,66,800
3,1500,3,1,66,250
1,635,1,1,66,28
3,1450,3,1,66,65
1,500,1,1,66,18
2,1308,2,1,66,75
